,Destino,Origen,topic,author,undirected_edge,frequency,weight
164282,mantilla,julissa,topico 1,MAC3RR3M,julissa-mantilla,1593,1593
171127,mantilla,julissa,topico 1,almer052,julissa-mantilla,1593,1593
176471,mantilla,julissa,topico 1,EdhitBlaz,julissa-mantilla,1593,1593
155852,mantilla,julissa,topico 1,LuisLeonRen,julissa-mantilla,1593,1593
171106,mantilla,julissa,topico 1,victorhponce,julissa-mantilla,1593,1593
176518,mantilla,julissa,topico 1,Angello85734450,julissa-mantilla,1593,1593
176541,mantilla,julissa,topico 1,Marialeon1821,julissa-mantilla,1593,1593
171061,mantilla,julissa,topico 1,marcela64293599,julissa-mantilla,1593,1593
176564,mantilla,julissa,topico 1,ImeldaRomeroB2,julissa-mantilla,1593,1593
164100,mantilla,julissa,topico 1,mmonteroq,julissa-mantilla,1593,1593
171038,mantilla,julissa,topico 1,FDROOSEVELT149,julissa-mantilla,1593,1593
176587,mantilla,julissa,topico 1,josmanCG,julissa-mantilla,1593,1593
164305,mantilla,julissa,topico 1,hector06081965,julissa-mantilla,1593,1593
176610,mantilla,julissa,topico 1,MariaVi60380604,julissa-mantilla,1593,1593
171015,mantilla,julissa,topico 1,david96441735,julissa-mantilla,1593,1593
176633,mantilla,julissa,topico 1,lito_pingo,julissa-mantilla,1593,1593
170994,mantilla,julissa,topico 1,Mihal81Mili,julissa-mantilla,1593,1593
164261,mantilla,julissa,topico 1,roxipolcar,julissa-mantilla,1593,1593
176448,mantilla,julissa,topico 1,esaguz,julissa-mantilla,1593,1593
164241,mantilla,julissa,topico 7,ArturoReyes_C,julissa-mantilla,1593,1593
176242,mantilla,julissa,topico 1,LUISFID68454457,julissa-mantilla,1593,1593
163831,mantilla,julissa,topico 1,LafuerzadePablo,julissa-mantilla,1593,1593
171148,mantilla,julissa,topico 1,PILOTOAPACHE,julissa-mantilla,1593,1593
164123,mantilla,julissa,topico 1,JaimeSu92251654,julissa-mantilla,1593,1593
164223,mantilla,julissa,topico 1,GrecoEspartano,julissa-mantilla,1593,1593
155873,mantilla,julissa,topico 1,vcabalg,julissa-mantilla,1593,1593
176304,mantilla,julissa,topico 1,josferperu,julissa-mantilla,1593,1593
164177,mantilla,julissa,topico 1,PatriciaZerga2,julissa-mantilla,1593,1593
171218,mantilla,julissa,topico 1,Juanitatc1,julissa-mantilla,1593,1593
176379,mantilla,julissa,topico 1,ApautaCf,julissa-mantilla,1593,1593
164200,mantilla,julissa,topico 1,Jonhu19,julissa-mantilla,1593,1593
171195,mantilla,julissa,topico 1,CUSCOBicen,julissa-mantilla,1593,1593
176402,mantilla,julissa,topico 1,pintora67,julissa-mantilla,1593,1593
176425,mantilla,julissa,topico 1,vecoscar,julissa-mantilla,1593,1593
163854,mantilla,julissa,topico 1,jorgeheysenz,julissa-mantilla,1593,1593
164077,mantilla,julissa,topico 1,fco_que,julissa-mantilla,1593,1593
37936,mantilla,julissa,topico 1,josenicolasma11,julissa-mantilla,1593,1593
169917,mantilla,julissa,topico 1,pithersen1,julissa-mantilla,1593,1593
35531,mantilla,julissa,topico 1,ceferogu69,julissa-mantilla,1593,1593
171619,mantilla,julissa,topico 1,CordovaPaoli,julissa-mantilla,1593,1593
163366,mantilla,julissa,topico 1,gisellass,julissa-mantilla,1593,1593
163389,mantilla,julissa,topico 1,AndiaMaride,julissa-mantilla,1593,1593
163410,mantilla,julissa,topico 1,PILOTOAPACHE,julissa-mantilla,1593,1593
163431,mantilla,julissa,topico 1,sofiadesanjose6,julissa-mantilla,1593,1593
176281,mantilla,julissa,topico 1,GloriaA90431652,julissa-mantilla,1593,1593
156243,mantilla,julissa,topico 1,ymvk1946,julissa-mantilla,1593,1593
163454,mantilla,julissa,topico 1,dsalas17,julissa-mantilla,1593,1593
261615,mantilla,julissa,topico 7,marcosespmon,julissa-mantilla,1593,1593
175536,mantilla,julissa,topico 1,hernannunez2016,julissa-mantilla,1593,1593
177325,mantilla,julissa,topico 1,RicTejerina,julissa-mantilla,1593,1593
35685,mantilla,julissa,topico 1,mardewe,julissa-mantilla,1593,1593
175647,mantilla,julissa,topico 1,MarielaPeru1,julissa-mantilla,1593,1593
163500,mantilla,julissa,topico 1,katspecter,julissa-mantilla,1593,1593
171596,mantilla,julissa,topico 1,vediza0517,julissa-mantilla,1593,1593
35834,mantilla,julissa,topico 1,Eda2005Del,julissa-mantilla,1593,1593
156222,mantilla,julissa,topico 1,irene1049,julissa-mantilla,1593,1593
163331,mantilla,julissa,topico 1,JaimeCahuide,julissa-mantilla,1593,1593
175599,mantilla,julissa,topico 1,grillo_marino,julissa-mantilla,1593,1593
156323,mantilla,julissa,topico 1,SamanamuAlberto,julissa-mantilla,1593,1593
163289,mantilla,julissa,topico 1,Maria19723961,julissa-mantilla,1593,1593
31816,mantilla,julissa,topico 1,InsurgenciaPe,julissa-mantilla,1593,1593
163161,mantilla,julissa,topico 1,M_GARAVITO,julissa-mantilla,1593,1593
32533,mantilla,julissa,topico 1,LuisJuanESPINO,julissa-mantilla,1593,1593
163182,mantilla,julissa,topico 1,luiscastillo727,julissa-mantilla,1593,1593
175515,mantilla,julissa,topico 1,rfioranis,julissa-mantilla,1593,1593
33403,mantilla,julissa,topico 1,MaraEle65230683,julissa-mantilla,1593,1593
171678,mantilla,julissa,topico 1,martierraluna2,julissa-mantilla,1593,1593
163224,mantilla,julissa,topico 1,Modositah,julissa-mantilla,1593,1593
156360,mantilla,julissa,topico 1,NLiberteno,julissa-mantilla,1593,1593
171508,mantilla,julissa,topico 1,ROCIOLEONRODRI2,julissa-mantilla,1593,1593
163477,mantilla,julissa,topico 1,shagui19022193,julissa-mantilla,1593,1593
34488,mantilla,julissa,topico 1,delro3000,julissa-mantilla,1593,1593
171552,mantilla,julissa,topico 1,RikuNanaseCEOPe,julissa-mantilla,1593,1593
171640,mantilla,julissa,topico 1,LuzSalgado_R,julissa-mantilla,1593,1593
163268,mantilla,julissa,topico 1,Jorgemuve_459,julissa-mantilla,1593,1593
35938,mantilla,julissa,topico 1,romanjavier100,julissa-mantilla,1593,1593
36179,mantilla,julissa,topico 1,CarlosValenz6,julissa-mantilla,1593,1593
163788,mantilla,julissa,topico 1,Danielc4275,julissa-mantilla,1593,1593
37605,mantilla,julissa,topico 1,3AAE5ASTARI,julissa-mantilla,1593,1593
37223,mantilla,julissa,topico 1,CuculiB,julissa-mantilla,1593,1593
163663,mantilla,julissa,topico 1,anonimo6520,julissa-mantilla,1593,1593
37394,mantilla,julissa,topico 1,Marco82858263,julissa-mantilla,1593,1593
163698,mantilla,julissa,topico 1,MnicaCceres7,julissa-mantilla,1593,1593
163245,mantilla,julissa,topico 1,MatildeHch,julissa-mantilla,1593,1593
175723,mantilla,julissa,topico 1,anaedpc,julissa-mantilla,1593,1593
171531,mantilla,julissa,topico 1,NiltonDomenack,julissa-mantilla,1593,1593
37677,mantilla,julissa,topico 1,neyra_t14,julissa-mantilla,1593,1593
36272,mantilla,julissa,topico 1,mironcriticon,julissa-mantilla,1593,1593
163739,mantilla,julissa,topico 1,pauli65870176,julissa-mantilla,1593,1593
175794,mantilla,julissa,topico 1,elvita,julissa-mantilla,1593,1593
37768,mantilla,julissa,topico 1,KAROLINDA_R,julissa-mantilla,1593,1593
163767,mantilla,julissa,topico 1,LisabelaRomero,julissa-mantilla,1593,1593
175817,mantilla,julissa,topico 1,cholocharapa,julissa-mantilla,1593,1593
37849,mantilla,julissa,topico 1,navago13,julissa-mantilla,1593,1593
156142,mantilla,julissa,topico 1,galeors,julissa-mantilla,1593,1593
37171,mantilla,julissa,topico 1,Peruano_joseutp,julissa-mantilla,1593,1593
163640,mantilla,julissa,topico 1,calcantarao,julissa-mantilla,1593,1593
163203,mantilla,julissa,topico 1,Arman7314,julissa-mantilla,1593,1593
170299,mantilla,julissa,topico 1,JOSEOLI51270665,julissa-mantilla,1593,1593
163544,mantilla,julissa,topico 1,RivasOyola,julissa-mantilla,1593,1593
175679,mantilla,julissa,topico 1,amariateguicnof,julissa-mantilla,1593,1593
36425,mantilla,julissa,topico 1,AntiSocial_ista,julissa-mantilla,1593,1593
163567,mantilla,julissa,topico 1,JorgeAr95575705,julissa-mantilla,1593,1593
36546,mantilla,julissa,topico 1,Rosse20211,julissa-mantilla,1593,1593
36594,mantilla,julissa,topico 1,DeliaAlendez,julissa-mantilla,1593,1593
171575,mantilla,julissa,topico 1,Riva04361683,julissa-mantilla,1593,1593
163594,mantilla,julissa,topico 1,landobel,julissa-mantilla,1593,1593
36698,mantilla,julissa,topico 1,Danielc4275,julissa-mantilla,1593,1593
36726,mantilla,julissa,topico 1,luyslozano,julissa-mantilla,1593,1593
156187,mantilla,julissa,topico 1,AncianaC,julissa-mantilla,1593,1593
36929,mantilla,julissa,topico 1,Mariogutitumbes,julissa-mantilla,1593,1593
36957,mantilla,julissa,topico 1,OthonielCarril1,julissa-mantilla,1593,1593
163617,mantilla,julissa,topico 1,RBeotini,julissa-mantilla,1593,1593
175700,mantilla,julissa,topico 1,TubinoCarlos,julissa-mantilla,1593,1593
164345,mantilla,julissa,topico 1,A17Ml08,julissa-mantilla,1593,1593
176656,mantilla,julissa,topico 1,WilmerCoronel9,julissa-mantilla,1593,1593
170973,mantilla,julissa,topico 1,virgys501,julissa-mantilla,1593,1593
177781,mantilla,julissa,topico 7,sucorie3,julissa-mantilla,1593,1593
177720,mantilla,julissa,topico 1,victorhponce,julissa-mantilla,1593,1593
177743,mantilla,julissa,topico 1,Mila43553701,julissa-mantilla,1593,1593
37065,mantilla,julissa,topico 1,EdhitBlaz,julissa-mantilla,1593,1593
155205,mantilla,julissa,topico 1,marlon_4646,julissa-mantilla,1593,1593
170269,mantilla,julissa,topico 1,CHARAPOVAALVAR2,julissa-mantilla,1593,1593
177580,mantilla,julissa,topico 1,HemilioValdizan,julissa-mantilla,1593,1593
165117,mantilla,julissa,topico 1,elenaharry1,julissa-mantilla,1593,1593
177810,mantilla,julissa,topico 1,jvenero3,julissa-mantilla,1593,1593
177902,mantilla,julissa,topico 1,LMCone,julissa-mantilla,1593,1593
170246,mantilla,julissa,topico 1,Jan_Sandoval11,julissa-mantilla,1593,1593
165140,mantilla,julissa,topico 1,pslucycorrea,julissa-mantilla,1593,1593
177833,mantilla,julissa,topico 1,merlingbm,julissa-mantilla,1593,1593
170223,mantilla,julissa,topico 1,loyocm,julissa-mantilla,1593,1593
165163,mantilla,julissa,topico 1,PamelaC42335029,julissa-mantilla,1593,1593
177856,mantilla,julissa,topico 1,DorisBaracco,julissa-mantilla,1593,1593
170202,mantilla,julissa,topico 1,DorisBaracco,julissa-mantilla,1593,1593
165094,mantilla,julissa,topico 1,raul14547638,julissa-mantilla,1593,1593
155300,mantilla,julissa,topico 1,Julianoth_Mar,julissa-mantilla,1593,1593
170322,mantilla,julissa,topico 1,epestf,julissa-mantilla,1593,1593
165071,mantilla,julissa,topico 1,victorm78805449,julissa-mantilla,1593,1593
155655,mantilla,julissa,topico 1,ernesto74ddd,julissa-mantilla,1593,1593
177447,mantilla,julissa,topico 1,Carlos34309436,julissa-mantilla,1593,1593
177470,mantilla,julissa,topico 1,AgustinQueved19,julissa-mantilla,1593,1593
170418,mantilla,julissa,topico 1,manuelp1zarro,julissa-mantilla,1593,1593
177533,mantilla,julissa,topico 1,jennyfve2015,julissa-mantilla,1593,1593
170397,mantilla,julissa,topico 1,ibonne_g,julissa-mantilla,1593,1593
177766,mantilla,julissa,topico 1,menterecta,julissa-mantilla,1593,1593
165021,mantilla,julissa,topico 1,JulioEduardoCs2,julissa-mantilla,1593,1593
170366,mantilla,julissa,topico 1,Cheyon1234,julissa-mantilla,1593,1593
267932,mantilla,julissa,topico 1,javierocamponce,julissa-mantilla,1593,1593
178248,mantilla,julissa,topico 1,IrvingGaray1,julissa-mantilla,1593,1593
177650,mantilla,julissa,topico 1,FitoarroyoL,julissa-mantilla,1593,1593
170449,mantilla,julissa,topico 1,SaintDirt2,julissa-mantilla,1593,1593
177627,mantilla,julissa,topico 1,InfoNeuroactiva,julissa-mantilla,1593,1593
170343,mantilla,julissa,topico 1,SaintDirt2,julissa-mantilla,1593,1593
177697,mantilla,julissa,topico 1,joselui11397594,julissa-mantilla,1593,1593
177879,mantilla,julissa,topico 1,patriciareategu,julissa-mantilla,1593,1593
155144,mantilla,julissa,topico 1,fer58710571,julissa-mantilla,1593,1593
165295,mantilla,julissa,topico 1,GabrielVizcar19,julissa-mantilla,1593,1593
178133,mantilla,julissa,topico 1,leo_valra,julissa-mantilla,1593,1593
169938,mantilla,julissa,topico 1,HerberthOlivos,julissa-mantilla,1593,1593
170028,mantilla,julissa,topico 1,Ana13081823,julissa-mantilla,1593,1593
170005,mantilla,julissa,topico 1,DiegoChauca2907,julissa-mantilla,1593,1593
165274,mantilla,julissa,topico 1,Marias76,julissa-mantilla,1593,1593
178179,mantilla,julissa,topico 1,JaimeCahuide,julissa-mantilla,1593,1593
169982,mantilla,julissa,topico 1,NANCYKRISTAL,julissa-mantilla,1593,1593
154873,mantilla,julissa,topico 1,Aobregongir,julissa-mantilla,1593,1593
170179,mantilla,julissa,topico 1,JesseJames246,julissa-mantilla,1593,1593
178202,mantilla,julissa,topico 1,pfedelira,julissa-mantilla,1593,1593
178225,mantilla,julissa,topico 1,MiguelG82169974,julissa-mantilla,1593,1593
169961,mantilla,julissa,topico 1,josmanCG,julissa-mantilla,1593,1593
165318,mantilla,julissa,topico 1,BillugasDanahe,julissa-mantilla,1593,1593
165048,mantilla,julissa,topico 1,JJack4141,julissa-mantilla,1593,1593
176679,mantilla,julissa,topico 1,Bernard48664411,julissa-mantilla,1593,1593
177421,mantilla,julissa,topico 1,NazliQuispe,julissa-mantilla,1593,1593
178271,mantilla,julissa,topico 1,AlonsoBarua,julissa-mantilla,1593,1593
168234,mantilla,julissa,topico 1,rosa_rmguzmans,julissa-mantilla,1593,1593
170049,mantilla,julissa,topico 1,3001rafa,julissa-mantilla,1593,1593
178087,mantilla,julissa,topico 1,EHrodric,julissa-mantilla,1593,1593
170135,mantilla,julissa,topico 1,JorgeBartra2,julissa-mantilla,1593,1593
177925,mantilla,julissa,topico 1,NoyaFabiola,julissa-mantilla,1593,1593
165251,mantilla,julissa,topico 1,JHONCHARLESZS,julissa-mantilla,1593,1593
170156,mantilla,julissa,topico 1,JorgeBartra2,julissa-mantilla,1593,1593
177948,mantilla,julissa,topico 1,RaulPitinPinedo,julissa-mantilla,1593,1593
178110,mantilla,julissa,topico 1,Nelly71134766,julissa-mantilla,1593,1593
165186,mantilla,julissa,topico 1,pslucycorrea,julissa-mantilla,1593,1593
165228,mantilla,julissa,topico 1,Alenaveam,julissa-mantilla,1593,1593
177971,mantilla,julissa,topico 1,Mart1m,julissa-mantilla,1593,1593
178018,mantilla,julissa,topico 1,yudypizarro91,julissa-mantilla,1593,1593
170114,mantilla,julissa,topico 1,MilaEn09Ni12,julissa-mantilla,1593,1593
178041,mantilla,julissa,topico 1,colmen1955,julissa-mantilla,1593,1593
170091,mantilla,julissa,topico 1,elgarresta,julissa-mantilla,1593,1593
164973,mantilla,julissa,topico 1,mateochungui,julissa-mantilla,1593,1593
154958,mantilla,julissa,topico 1,avp_44191,julissa-mantilla,1593,1593
178064,mantilla,julissa,topico 1,Patrici76142410,julissa-mantilla,1593,1593
170070,mantilla,julissa,topico 1,AranaMaguie,julissa-mantilla,1593,1593
165207,mantilla,julissa,topico 1,elygarc65039692,julissa-mantilla,1593,1593
178156,mantilla,julissa,topico 1,robertogray,julissa-mantilla,1593,1593
170712,mantilla,julissa,topico 1,ivan_priale,julissa-mantilla,1593,1593
176742,mantilla,julissa,topico 1,MecatronicaCG,julissa-mantilla,1593,1593
170908,mantilla,julissa,topico 1,Viviana79829094,julissa-mantilla,1593,1593
170798,mantilla,julissa,topico 1,AndresPressa,julissa-mantilla,1593,1593
164493,mantilla,julissa,topico 1,Sagiqw,julissa-mantilla,1593,1593
176980,mantilla,julissa,topico 1,lilianaSbH,julissa-mantilla,1593,1593
170777,mantilla,julissa,topico 1,AntonioGAMA2121,julissa-mantilla,1593,1593
155806,mantilla,julissa,topico 1,DiazElizabeth23,julissa-mantilla,1593,1593
177003,mantilla,julissa,topico 1,miguelchiu2,julissa-mantilla,1593,1593
177026,mantilla,julissa,topico 1,Rolo2808,julissa-mantilla,1593,1593
164941,mantilla,julissa,topico 1,jose_sandovalp,julissa-mantilla,1593,1593
170754,mantilla,julissa,topico 1,TafurPeter,julissa-mantilla,1593,1593
164537,mantilla,julissa,topico 1,luisorlandosi10,julissa-mantilla,1593,1593
164560,mantilla,julissa,topico 1,yovannagiselap,julissa-mantilla,1593,1593
177049,mantilla,julissa,topico 1,Ernesto98973386,julissa-mantilla,1593,1593
170733,mantilla,julissa,topico 1,Italo408165291,julissa-mantilla,1593,1593
164581,mantilla,julissa,topico 1,yovannagiselap,julissa-mantilla,1593,1593
177072,mantilla,julissa,topico 1,Anaflor59957696,julissa-mantilla,1593,1593
170819,mantilla,julissa,topico 1,ruthEli76880469,julissa-mantilla,1593,1593
176934,mantilla,julissa,topico 1,JackhidalgoA,julissa-mantilla,1593,1593
164472,mantilla,julissa,topico 1,Botincito,julissa-mantilla,1593,1593
176911,mantilla,julissa,topico 1,JulioCesar_Ruiz,julissa-mantilla,1593,1593
164386,mantilla,julissa,topico 1,JulioCabani10,julissa-mantilla,1593,1593
176719,mantilla,julissa,topico 1,epestf,julissa-mantilla,1593,1593
170929,mantilla,julissa,topico 1,lisarita1956,julissa-mantilla,1593,1593
164516,mantilla,julissa,topico 1,marmore99431483,julissa-mantilla,1593,1593
176957,mantilla,julissa,topico 1,PanchoNZeg,julissa-mantilla,1593,1593
164407,mantilla,julissa,topico 1,giovannatorresc,julissa-mantilla,1593,1593
176813,mantilla,julissa,topico 1,Delta_girl77,julissa-mantilla,1593,1593
170887,mantilla,julissa,topico 1,ronnyrosales8,julissa-mantilla,1593,1593
155829,mantilla,julissa,topico 1,carucr,julissa-mantilla,1593,1593
176836,mantilla,julissa,topico 1,Blas_027,julissa-mantilla,1593,1593
170866,mantilla,julissa,topico 1,Graciel70893751,julissa-mantilla,1593,1593
176888,mantilla,julissa,topico 1,Rodgab2607,julissa-mantilla,1593,1593
164428,mantilla,julissa,topico 1,maiakion,julissa-mantilla,1593,1593
170845,mantilla,julissa,topico 1,nievedelperu,julissa-mantilla,1593,1593
164451,mantilla,julissa,topico 1,Low_Dollar1,julissa-mantilla,1593,1593
155785,mantilla,julissa,topico 1,RudoffV,julissa-mantilla,1593,1593
164604,mantilla,julissa,topico 1,Maribelks27,julissa-mantilla,1593,1593
164767,mantilla,julissa,topico 1,marlemantilla72,julissa-mantilla,1593,1593
170582,mantilla,julissa,topico 1,juanHer64672358,julissa-mantilla,1593,1593
164818,mantilla,julissa,topico 1,EdsonMa98839416,julissa-mantilla,1593,1593
177279,mantilla,julissa,topico 1,SalvadorHeresi,julissa-mantilla,1593,1593
170537,mantilla,julissa,topico 1,RicTejerina,julissa-mantilla,1593,1593
177302,mantilla,julissa,topico 1,marcosespmon,julissa-mantilla,1593,1593
164841,mantilla,julissa,topico 1,Giusepp38899119,julissa-mantilla,1593,1593
155694,mantilla,julissa,topico 1,JazminMestanza,julissa-mantilla,1593,1593
155524,mantilla,julissa,topico 1,BusinessOj,julissa-mantilla,1593,1593
170514,mantilla,julissa,topico 1,johnreategu1,julissa-mantilla,1593,1593
177372,mantilla,julissa,topico 1,IvanHuapaya1,julissa-mantilla,1593,1593
142996,mantilla,julissa,topico 1,EnriqueMate3,julissa-mantilla,1593,1593
170491,mantilla,julissa,topico 1,jorgesomontes61,julissa-mantilla,1593,1593
280863,mantilla,julissa,topico 1,Angel15469281,julissa-mantilla,1593,1593
164900,mantilla,julissa,topico 1,Cesar65248544,julissa-mantilla,1593,1593
177398,mantilla,julissa,topico 1,WalterF59274559,julissa-mantilla,1593,1593
170470,mantilla,julissa,topico 1,MecatronicaCG,julissa-mantilla,1593,1593
177256,mantilla,julissa,topico 1,MaggybMaggy,julissa-mantilla,1593,1593
177233,mantilla,julissa,topico 1,PedalMetal,julissa-mantilla,1593,1593
177095,mantilla,julissa,topico 1,RoxanaLB1112,julissa-mantilla,1593,1593
170605,mantilla,julissa,topico 1,EduardoPE09,julissa-mantilla,1593,1593
170691,mantilla,julissa,topico 1,RudyFlorezC,julissa-mantilla,1593,1593
177118,mantilla,julissa,topico 1,Luisant29355777,julissa-mantilla,1593,1593
164627,mantilla,julissa,topico 1,quea_roberto,julissa-mantilla,1593,1593
177141,mantilla,julissa,topico 1,GianniOscarMen1,julissa-mantilla,1593,1593
170668,mantilla,julissa,topico 1,PatricioMuozNa6,julissa-mantilla,1593,1593
164650,mantilla,julissa,topico 1,JTasaC,julissa-mantilla,1593,1593
164683,mantilla,julissa,topico 1,ElenaMa13126148,julissa-mantilla,1593,1593
177164,mantilla,julissa,topico 1,CentenoRenata,julissa-mantilla,1593,1593
170647,mantilla,julissa,topico 1,DiazcrisL,julissa-mantilla,1593,1593
177187,mantilla,julissa,topico 1,ugluis,julissa-mantilla,1593,1593
164706,mantilla,julissa,topico 1,amilkarli,julissa-mantilla,1593,1593
155717,mantilla,julissa,topico 1,sigilosoraculo,julissa-mantilla,1593,1593
170626,mantilla,julissa,topico 1,AsesoI,julissa-mantilla,1593,1593
